text	dom	type
天猫精播放刘刚的念青春。	0	0
天猫精灵要个手撕包菜炒粉丝吧。	1	0
来碗西红柿鸡蛋浇头饭吧。	1	0
天猫精灵嚟碗蕃茄炖牛肉面吧。	1	0
我想听曹颖的不止遗憾。	0	0
天猫精灵洒水车的声音分五遍。	0	0
天猫精灵声音调到声音调到40。	0	0
天猫精灵要不是热豆腐汤饭。	1	0
天猫精灵，我要听张碧晨的慢冷。😊	0	0
天猫精灵要个仙菇炒油麦菜吧。	1	0
来份鲜鱼嫩豆腐汤吧，乐湖的。	1	0
天猫精灵，让我红枣红糖养生粥吧。	1	0
你好，天猫陈华的儿飞。	0	0
天猫精灵100个奥艾克斯奥特曼的声音。😊	0	0
嗯，天猫精灵28乘15加26加28。	0	0
嚟碗风爪饺子养生素。	1	0
天猫精灵18000除以101。	0	0
天猫精灵来份花生黑米养胃粥吧，养胃的。	1	0
行不清灵声现在声音是多少？	0	0
天猫精灵要个鲜鱼头炖嫩豆腐汤。	1	0
天猫精灵70减330等于几？	0	0
天猫精灵来碗白菜豆腐蛋汤吧。	1	0
天猫精灵200除以3等于多少？	0	0
阻塞性肺疾病患者跑步有无风险。	0	0
来碗桂圆枸杞粥，养养身子。	1	0
天猫精灵来份老鸭汤加虫套饭。	1	0
天猫精灵山药木耳来一份儿。	1	0
来碗热乎的紫菜蛋花汤。	1	0
天猫精灵1007加50等于几？	0	0
天猫精灵你好，主人4万乘8万等于几万？	0	0
天猫精灵来碗暖暖的小米粥，养养胃。	1	0
🎼我要照笑嘻嘻的给你们。	0	0
天猫精灵来份萝卜炖排骨汤吧，热乎的。	1	0
天猫精灵播放励志的好听的歌。	0	0
🎼我想听周深的过客。	0	0
猪肝小青菜粥来一克，谢谢。	1	0
天猫精灵来我拿瓜店作。	1	0
天猫精灵来碗热乎的皮蛋瘦揉粥吧。	1	0
天猫精灵播放一次郎的夏天。	0	0
天猫精灵要个豆腐面筋包吧。	1	0
木耳炒肉片来一份。	1	0
天猫精灵，你播刑警本事第一集。	0	0
来份老北京石蔬大杂炒吧。	1	0
天猫精灵中国哪个朝代历史最短？	0	0
来粉蒜蓉粉丝种娃娃菜。	1	0
天猫精灵播放张树依的套山河。	0	0
天猫精灵来碗南瓜红枣养胃粥吧。	1	0
天猫精灵来杯蒜香粉丝蒸碗菜。	1	0
天猫精灵定个明天早上的闹钟。	0	0
要碗红南山药小米粥吧。	1	0
来碗番茄牛肉烩饭吧。	1	0
🎼金枪鱼色拉配卷拌面。	0	0
天猫精灵来碗关圆红枣杨尾粥。	1	0
天猫精灵要碗番茄鸡蛋热汤面吧。	1	0
天猫精灵有哪个。😊	0	0
天猫精灵那个那个那个闭了闭了。	0	0
天猫精灵3.14乘4乘5等于多少？	0	0
，帮我来份蒜香肉片炒油菜好，有麦菜要嫩点，谢谢啦。	1	0
天猫精灵给我播放小猪佩奇的声音。	0	0
天猫精灵要给小份芹菜寄丁吧。	1	0
天猫精灵5000加8000加4000等于多少？	0	0
天猫精灵让扫地机器人回去充理。	0	0
经过这些5000乘0.0015。	0	0
天猫精灵来份豆芽粉条小草吧。	1	0
天猫精灵，请播放周深的人世。	0	0
天猫精灵不会牙口的。	1	0
天猫精灵。	0	0
天猫精灵把那调到50%。	0	0
天猫精灵39加11等于多少？😊	0	0
天猫精灵播放爸爸奔奔奔奔波爸。😊	0	0
天猫精灵来个热火小米南瓜粥。	1	0
天猫精灵来份西红柿鸡蛋盖饭吧。	1	0
天猫精灵要个显示蛋花汤。	1	0
猫精灵播放天猫精灵播放天猫精灵播放天猫精灵。😊	0	0
天猫精灵把灯的温调到50%。	0	0
天猫精灵播放你的蓝天里的孤鹤。	0	0
天猫精灵好消化的有吗？	1	0
天猫精灵播放把回衣听还给你。	0	0
天猫精来来份番茄炒蛋吧。	1	0
天猫精灵要一份鲜香虾仁儿，菌菇粥吧。	1	0
天猫精灵要碗热乎的皮蛋瘦肉粥暖暖胃。	1	0
天猫精灵我要开到嗯90度声音。	0	0
天猫精灵你，主人黑金刚莲雾多少块钱？	0	0
天猫精灵给我刷智能音箱吧。	0	0
🎼天猫精灵小猫的小猫咪的声音。	0	0
天猫精灵放一下把酒前程。	0	0
天猫精灵请重新请重新播报。	0	0
天猫精灵声音调的你给打上声音调到70。	0	0
天猫精灵来份豆角焖面吧，要远乎点点。	1	0
🎼我想听秦公主的从什么时候。	0	0
天猫精灵公交车的声音，公交车的喇叭是怎么叫的？	0	0
天猫精灵要碗番茄蛋花汤。	1	0
天猫精灵来玩热乎的牛肉蛋花粥吧。	1	0
天猫精灵来碗鲜味散。	1	0
天猫精灵来份蕃茄鸡蛋盖饭吧。	1	0
天猫精灵唱帅最星男孩就是这么帅。😊	0	0
天猫精灵来碗饭茄牛肉汤面。	1	0
等于9天猫精灵你好，人66减18等于多少？	0	0
天猫精灵给小鸡蛋跳个舞吧。	0	0
我想听周培佩的玫瑰的花季。	0	0
天猫精灵还有什么怪手的声音？	0	0
天猫精灵来点合酒的车吧。	1	0
天猫精灵，你在说话的话，我给你打一顿。😊	0	0
天猫精灵来份热乎的香菜肉丝、豆腐汤吧。	1	0
天猫精灵现在在播放什么歌？	0	0
天猫精灵来碗风狂蛋花汤面吧。	1	0
请放你说的天下的我，那是一般黑。	0	0
因为我觉得你没那么好看吧。	0	0
天猫精灵请请请播送中华人民共和国国歌。	0	0
天猫精灵一高音调调高一点。	0	0
天猫精灵播放麻原诗人的现在现在。	0	0
天猫精灵鲫鱼炖豆腐汤来一份热乎的。	1	0
你好，天猫990加上297等于多少？	0	0
天猫精灵来碗白菜豆腐粉丝汤，热乎的。	1	0
侬好，帮我来一份暖胃大麦山叶红烧粥。好，今朝想调调口味，吃眼养身体子，谢谢。	1	0
天猫精灵来份韭菜加蛋。	1	0
天猫精灵来菲悄彻无水128。	1	0
要个萝卜干香煎蛋吧。	1	0
来碗鲜虾干贝粥吧。	1	0
天猫精灵播放周杰伦的半兽人。	0	0
我想出。	0	0
天猫精灵.	1	0
天猫精灵来份荷兰豆小抄吧。	1	0
要碗皮蛋瘦肉热粥。	1	0
天猫精灵来碗热乎南瓜小米粥吧。	1	0
天猫精灵，我要听沙雕狗搜集。	0	0
天猫精灵来碗热乎的皮蛋鸡丝粥吧。	1	0
天猫精灵播放龙志祥吴飞华的大香蕉。	0	0
来碗小白菜肉末炖粉条吧。	1	0
奶粉、冬瓜炖粉。	1	0
天猫精灵要碗红枣核桃桂圆粥，养养胃。	1	0
天猫精灵9万乘9万9999等于几？	0	0
天猫精灵来份家常豆腐配香米饭吧。	1	0
天猫精灵来份家常番茄炒蛋吧。	1	0
🎼我要唱王源的，我可以自己点燃火炬。	0	0
🎼天猫精灵要玩热乎的皮带售后手。	1	0
要份加沾西红柿蛋化汤。	1	0
天猫精灵冰是前鼻音还是后鼻音？	0	0
天猫精灵一个狗屎我国有多少千米？	0	0
天猫精灵放歌曲，唱章鱼哥卖雨伞。	0	0
你卖蔬菜鸡肉包的芝麻含量当吗？	0	0
天猫精灵来碗义壶的皮蛋瘦入粥吧。	1	0
天猫精灵萝卜粉丝肉丸汤奶粉。	1	0
来幅菠菜粉死小草吧。	1	0
我야 삼도云朵的 창성금.	0	0
天猫精灵放我们的祖国是花园。	0	0
天猫精灵奶粉香喷喷的五常大米吧。	1	0
天猫精灵来份外婆家的鸡蛋小草吧。	1	0
天猫精灵来玩红枣红豆养生粥吧。	1	0
天猫精灵58减53等于。	0	0
打个主卧的窗帘。	0	0
天猫精灵挖掘机技术哪家强？中国山东找蓝翔蓝翔挖掘机。	0	0
天猫精灵来碗热福的番茄鸡蛋卤子面吧。	1	0
天猫精灵在3.14乘40乘22。	0	0
天猫精灵5和7的最小公倍数。	0	0
天猫精灵109减48等于多少？	0	0
我想听裴辰的不要这样。	0	0
宝宝都都要打来了。	0	0
开饭了，天猫精灵音量60开饭了。	0	0
天猫精灵姚粉咸芋头炖豆腐汤。	1	0
1分0。	0	0
天猫精灵来碗酸香番茄蛋花汤吧。	1	0
天猫精灵要碗青菜皮蛋、香米粥。	1	0
天猫精灵来玩枸杞蹲主行塔。	1	0
天猫精灵我来了，小企鹅的声音怎么叫？😊	0	0
说要不要放冰箱。	0	0
来碗萝锅炖排骨汤吧。	1	0
来碗热乎的紫菜蛋花汤。	1	0
点样听另类换暖心南瓜店尾粥咧。	1	0
我想听张国荣的故。	0	0
小度小度天猫精灵，孔雀的雀怎么写？😡	0	0
天猫精灵播放舒的拿什么给我抗衡。	0	0
天猫精灵2000除以25等于多少？	0	0
天猫精灵播放我是神医第一集。	0	0
天猫精灵来份铁板包餐粉丝宝吧。	1	0
要个蒜苗毒芽校草吧。	1	0
天猫精灵来碗西红柿鸡蛋打拌面吧。	1	0
要鲜汤能娃坏菜。	1	0
天猫精灵离5月5日有多少天？	0	0
天猫精灵来色枸杞养肉小米粥。	1	0
拉力弹簧器的出血指指了。	0	0
挂掉卷破的高效训练号。	0	0
天猫精灵来碗笋干肉丝汤面吧。	1	0
ま十年。	0	0
天精灵3呃33乘以12等于多少？	0	0
你冇是你咧咧爸爸有听盒子的声音咧。😊	0	0
我想听摩登兄弟刘禹宁的仰望晴空。	0	0
天猫精灵24除以8加15等于几？	0	0
哎，要一份显得面毛啊，要落下来个鸡豆腐汤，等透点，谢谢了。	1	0
来碗红豆薏米杨梅粥吧。	1	0
天猫精灵200减40减35减32等于多少？	0	0
天猫精灵来碗酱番茄炒蛋吧。	1	0
天猫精灵播放爆笑小番茄故事。	0	0
我要打天猫精灵给我打114。	0	0
天猫精灵3.1岁除以100乘1000。	0	0
天猫精灵我是问你谈恋爱可不可以亲嘴？	0	0
天猫精灵来份加常西红柿蛋花汤吧。	1	0
天猫精灵因为我妈妈想听歌，所以就买了你。😊	0	0
天猫精灵来碗冬瓜炖排骨汤吧。	1	0
天猫精灵来份山药炖牛肉粥吧。	1	0
来往三药红枣麦片粥吧。	1	0
天猫精灵来碗热敷的南瓜小米养胃粥。	1	0
来碗酸酸甜甜的番茄炒蛋吧。	1	0
精灵5乘以90乘以2等于多少？	0	0
哎老母鸡炒鸡蛋弄汤了一份夜，等得透透笑，西米粥点啊。	1	0
天猫精灵打开200200的会员。😊	0	0
来碗熬的香浓的老火皮蛋粥。	1	0
天猫精灵要一份家常小炒花菜吧。	1	0
天猫精灵来碗热乎的皮蛋瘦肉粥。	1	0
天猫精灵，我最好你还是投降吧。😊	0	0
天猫精灵100加100等于几？😊	0	0
天猫精灵来首印度的拉斯之歌。	0	0
🎼我想看魏哥而战孙楠。	0	0
天猫精灵来碗饭瘦肉热粥吧。	1	0
精灵17分钟后自动待机。	0	0
天猫精灵给我听安全奇凉拉巴布的故事。😊	0	0
10天猫精灵100加100加100加100加100加100加100加100加100加100等于多少？😊	0	0
天猫精灵要一份茄子肉末盖饭吧。	1	0
天猫精灵灯光调到90%。	0	0
🎼我听修身演唱Im sorry.	0	0
天猫精灵来碗香菇肉末热粥吧。	1	0
天猫精灵不用每个整点都给我说话的不用每个点跟我说。	0	0
天猫精灵来份茄子肉丝小炒吧。	1	0
天猫精灵，我想听我们是共产主义接班人。	0	0
你要给你的小妹子起什么名字呢？	0	0
天猫精灵来份小白菜，炖豆腐汤，软和点的。	1	0
天猫精灵来碗家常紫菜蛋花汤。	1	0
天猫精灵咸鱼头炖豆腐汤来一份热乎的。	1	0
天猫精灵声音弄到80%。	0	0
天猫精灵放斗罗大陆之我为龙神。	0	0
天猫精灵来往香菇奇尸热族吧。	1	0
来份木耳肉片小炒吧。	1	0
天猫精灵，那你去下幼儿园吧。	0	0
天猫精灵来碗黑米杂粮养生粥吧。	1	0
天猫精灵调到7调到7音量。	0	0
天猫精灵来份玉米排骨汤吧。	1	0
天猫精灵播放一杯陈豆浆的天漫步人生路。	0	0
猫经理。	0	0
天猫精灵来份胡萝卜肉丝小炒吧。	1	0
天猫精灵是阿里巴巴人工智能实验室于2017年7月5日发布的AI智能产品品牌。但。	0	0
天猫精灵来份清炒油麦菜吧。	1	0
天猫精灵奶粉加常紫菜炖汤把。	1	0
冯爪园的帘子就来一碗吧。	1	0
天猫精灵播放顺哲的在你的身边。	0	0
来玩热乎的，散雪暖暖走吧。	1	0
天猫精灵声音开大一点声音大一点。	0	0
蓝猫精灵你是怎么形成的？	0	0
要份儿土豆炖牛肉饭吧，软和点儿。	1	0
天猫精灵也行天猫精灵打开客厅窗帘。	0	0
天猫精灵播放马方凯的你别再说话。	0	0
天猫精灵来份茶树固炖老鸭汤。	1	0
天猫精灵来份紫菜蛋汤，多放点香菜下。	1	0
放蓝猫精灵给我放儿童歌曲。	0	0
来碗桂圆枸杞羊眼粥吧。	1	0
天猫精灵1554除以3等于几？	0	0
给我一个大大的拥抱。	0	0
天猫精灵播放君乐三大纪律八项聚意。	0	0
🎼冠军教练的运动技巧。	0	0
天猫精灵来份双料老鸭汤，粉丝，汤多些。	1	0
天猫精灵来碗暖心红糖红枣红豆粥吧。	1	0
🎼来碗番茄鸡蛋锅摊面吧。	1	0
天猫精灵来份土豆快霉豆吧。	1	0
天猫精灵还在尝后天炖做老鸭汤吧。	1	0
天灵飞老虎的个老虎的声音。	0	0
天猫精灵要玩热乎的皮蛋瘦肉粥。	1	0
点个红枣南瓜，银耳甜汤。	1	0
天猫精灵一直播放放。😊	0	0
那你喜不喜欢你自己，你喜不喜欢喝可乐？	0	0
天猫精灵来碗羊生皮带瘦肉豆吧。	1	0
天猫精灵给你放屁给你放屁。	0	0
天猫精灵放一首周深的少管我。	0	0
天猫精灵来碗热乎的紫菜虾皮蛋花汤。	1	0
天猫精灵这音调40播放音乐。	0	0
天猫精灵要碗热后的肉末豆腐汤。	1	0
天猫精灵摇碗军骨汤面热乎的。	1	0
分享一下一审大校的缺点。	0	0
纤夫的爱就是千绳当悠悠。千绳当悠悠是纤夫的爱里的歌词。	0	0
天猫精灵来碗柔虎的皮蛋瘦着走吧。	1	0
天猫精灵来碗热乎的紫菜蛋花汤吧。	1	0
天猫精灵在不在。	0	0
天猫精灵来往岳夫的别蛋瘦肉走。	1	0
天猫精灵要一份甜在鲜味州。	1	0
要碗热乎的黑米红豆甜粥吧。	1	0
天猫精灵要个蒜香西兰花小炒吧。	1	0
天猫精灵讲讲这首歌单曲循环播放。	0	0
你不是说你是女的吗？	0	0
🎼我要唱林想柯的，我要。	0	0
来碗虫草花炖肉汤。	1	0
天猫精灵请你播放说唱中国红。	0	0
天猫精灵来碗热乎的黑密补血走吧。	1	0
天猫精灵，我想吃点清淡的。	1	0
天猫精灵来番番茄鸡蛋炒面吧。	1	0
播放一曲我画风行万里。	0	0
天猫精灵姚湾雪丽百货养生粥。	1	0
我要唱许卫东的关山万里闪坐标。	0	0
天猫精灵来碗香甜南瓜小米粥吧。	1	0
来份蒜香空心菜吧。	1	0
天猫精灵要个番茄蛋花汤。	1	0
天猫精灵来份柿子鸡蛋盖浇饭吧。	1	0
天猫精灵来54128个他吧。	1	0
来份粉丝蒜蓉蒸娃娃菜吧。	1	0
天猫精理，你是你有你为什么晚上也上学？😊	0	0
天猫精灵点个铁板粉丝炒包菜吧。	1	0
天猫精灵来份逗皮鸡蛋小炒吧。	1	0
有营养的菜吗？	1	0
🎼天猫精灵呼作温度调到24度。	0	0
你好，天猫，我的美女总裁老婆小说。	0	0
天猫精灵来一首伍佰的挪威的森林。	0	0
天猫精灵来份家常方才炒蛋吧。	1	0
天猫精灵来份山药排骨粥，养胃的。	1	0
声音大一点，天猫精灵我在说好，你跟他讲。	0	0
来房歌出郎。	1	0
天猫精灵要一碗暖心八宝杂粮粥吧。	1	0
天猫精灵要个萝卜丝炒粉条吧。	1	0
天猫精灵哦，把音量调到60。	0	0
天猫精灵播放你别播放。😊	0	0
天猫精灵来份骨汤炖的白菜豆腐吧。	1	0
红枣、燕麦养生粥来一碗热乎的。	1	0
看么9等7.7乘以1.3等于多少？	0	0
来碗番茄蛋花汤吧。	1	0
天猫精灵来份蒜香空心菜吧。	1	0
天猫精灵放个你总要学会往前走。	0	0
天猫。	0	0
N声音调到60。😊	0	0
退一下你发什么声音，退下。	0	0
天猫精灵碗干杯肉沫彩星粥帮我烫得味道底，天冷嗖飕吃完热粥最乐了，里相多两粒干杯更嗲了。	1	0
来玩热乎的镰豆舔粥吧。	1	0
你没有每天陪着我呀。	0	0
来份清朝皇帝菜吧。	1	0
那我你不可批袒小女主吧。	1	0
腰粉杯子。😔	1	0
天猫精灵今问有何程飞几州。	1	0
猫精灵播放马良的小小姑娘。😊	0	0
天猫精灵来苹我给我放个猪的声音。	0	0
讲吃点家常口味。	1	0
天猫精灵四大名著的作者都是谁？	0	0
天猫精灵炭烧嫩娃娃菜来一份吧。	1	0
天猫精灵给我关掉歌曲，要不然我就揍你。	0	0
天猫精灵要容易消化的。	1	0
天猫精灵冬瓜排骨汤来一份吧。	1	0
🎼便力阻力带的使用方法。	0	0
播放你好，天猫精灵播放播放一笑江湖。	0	0
天猫精灵要玩小米南瓜粥热乎的。	1	0
猫精灵音量调音量调到40%。	0	0
要份冬瓜炖排骨汤。	1	0
天猫精灵来份海带豆腐包就行。😡	1	0
天猫精灵继续播放任素汐的歌曲。	0	0
🎼我想听佳莹的无人知晓的我。	0	0
天猫精灵播放周深天空音歌单。	0	0
天猫精灵来份香喷喷的稻花米饭。	1	0
天猫精灵来碗萝卜丝、虾皮面疙瘩汤。	1	0
天猫精灵来碗红枣黑米养生粥热乎的。	1	0
天猫精灵来份锡纸包的暖娃娃菜吧。	1	0
天猫精灵播放阿木的歌阿木的歌。	0	0
天猫精灵来碗燕麦小米养生粥吧。	1	0
播放没有共产党就没有新中国。	0	0
来份东北大盘拌菜。	1	0
天猫精灵播放刀将的5点20AM。	0	0
天猫精灵要份油子茴香鸭汤粉丝吧。	1	0
天猫精灵音量调到80呃60。	0	0
侬好，三叶木耳小草来一份好，清爽刮辣点跟我前头吃的味道老配合，今朝就想吃个味道啊。	1	0
天猫精灵68除以120。	0	0
天猫精灵要放白赛顿炖态是吧。	1	0
终身定制款什么时候能买到？	0	0
天猫精灵播放蔡徐坤的金鱼他们。	0	0
天猫精灵来碗香菇肉末粥吧。	1	0
要个蒜香使令先书吧。	1	0
天猫精灵来碗鲜芋头炖豆腐汤吧。	1	0
休了天猫精灵休请休息。天猫精灵请休息。	0	0
天猫精灵来份莲藕炖排骨汤。	1	0
天猫精灵啊，你有多少个西游记啊？	0	0
天猫精灵播放周深的缘起全前世今生版。	0	0
天猫精灵75800减58000等于多少？	0	0
天猫精灵来份芹菜炒香干肉丝的盖饭吧。	1	0
天猫精灵，我们来玩动动物园吧。😊	0	0
天猫精灵精灵播放张信哲的我是真的爱你。	0	0
天猫精灵，你喜欢你喜欢过生。今天是我的生日是几号？😊	0	0
天猫精灵受人欺负了怎么办呢？😔	0	0
天猫精灵85除以5等于多少？	0	0
我精灵630除以3等于多少？	0	0
天猫精灵来份番茄自家外浇饭。	1	0
天猫精灵来碗香菇肉吃热粥吧。	1	0
尖叫豆腐皮炒蛋来一份，味道清爽眼，谢谢侬。	1	0
天猫精灵来份养生老鸭汤吧。	1	0
天猫精灵57加7加312等于？	0	0
天猫精灵48400减2129.6。	0	0
猫精灵播放一个飞机的声音。	0	0
要个土豆片炒肉吧。	1	0
天猫精灵来份白菜豆腐热火包。	1	0
天猫精灵要个豆芽粉丝小炒吧。	1	0
天猫精灵来碗南瓜小米养胃粥吧。	1	0
天猫精灵要碗香菇干贝鲜肉粥吧。	1	0
天猫精灵39加56等于几？	0	0
来份嫩油麦菜小炒吧。	1	0
要碗西红柿鸡蛋汤面吧。😔	1	0
有关转腰先动器的全套练习动作。	0	0
我大你退完。	0	0
天猫精灵来碗番茄鸡蛋盖浇饭吧。	1	0
天猫精灵来玩相菇泡面吗。	1	0
天猫精灵来碗热乎的皮蛋瘦肉粥吧。	1	0
天猫精灵播放摇篮曲，他已经说了。	0	0
天猫精灵来碗茄子炉子面吧。	1	0
天猫精灵播放一首白月光与朱砂痣。	0	0
天猫精灵来碗养胃的小米粥吧。😊	1	0
天猫精灵分首今天天气真好。😊	0	0
天猫精灵这笛子的声音，一首歌听完。😊	0	0
天猫精灵要碗皮带瘦肉热粥。	1	0
天猫精灵来碗红枣小米养胃粥吧。	1	0
我只是刚才去上了个卫生间才过来。	0	0
天猫精灵lifefe wrap豆角超单版。	1	0
天猫精灵要个小干炒鸡蛋吧。	1	0
天猫精灵把声音声量调到最大。	0	0
天猫精灵来份西红柿鸡蛋盖浇饭吧。	1	0
我想看我在他乡挺好的开播。	0	0
天猫精灵1减1减1减1减1减1减1减1等于。😊	0	0
天猫精灵来碗家常粉丝汤吧。	1	0
天猫精灵我说12乘以6等于多少？	0	0
就00加0再加0再加0再加0再加0再加0等于几？😊	0	0
哦，这个天猫精灵我们是打不开了啦，就是我们自己是不能用了。	0	0
来碗绿豆香米粥吧。	1	0
单腿部尔加力压肌怎么训练？	0	0
我天灵，我要听狂风暴雨的声音。	0	0
天猫精灵将灯光调至50%。	0	0
有其他天猫精灵吗？那还有不同颜色的吗？😡	0	0
来份香喷喷的毛葱炒土鸡蛋。	1	0
天猫精灵喝声不听过了，曾换一声。	0	0
猫经理啦播翻放收藏嘅歌。	0	0
精灵，我想听抽马桶的。😊	0	0
天猫精灵48乘17等于几？	0	0
来碗鲜虾香菇汤面。	1	0
天猫精灵要个桑辣大白菜开不下饭的。	1	0
你真服了，你知道不知道你是泉进水了？😊	0	0
天猫精灵要份白菜肉圆炖粉调吧。	1	0
来碗热乎的暖心皮蛋瘦肉粥吧。	1	0
天猫精灵来份香喷喷的稻花米饭。	1	0
天猫精灵16乘34除以4等于多少？	0	0
🎼播一下周深的超级蓝家。	0	0
天猫精灵8加8等于多少？160等于多少？	0	0
是是给我讲一下下一集下一集下一集下一集。	0	0
天猫精灵指控设备如何联网与使用？	0	0
悲催了天猫精灵换一个开心一点的吧。😊	0	0
你好，天猫播放陈楚生和容祖儿的歌曲。	0	0
天猫精灵来碗热乎营养八宝粥吧。	1	0
灵不能听见奥特曼的声音。😊	0	0
天猫精灵0.6乘10等于多少？	0	0
天猫精灵来碗热乎的皮蛋瘦肉粥。	1	0
天猫精灵要个洋葱土豆小炒吧。	1	0
天猫精灵嗯播放一曲呃。	0	0
天猫精灵来碗叶夫的紫菜蛋花汤。	1	0
天猫精灵74.668除以3。	0	0
天猫精灵小爱同学是你的朋友。	0	0
天猫精灵天猫精灵，你知道不喜欢我了吗？😔	0	0
天猫精灵来碗鸡丝玉米菜粥。	1	0
林没等人有份家强的勇是担当了。	1	0
天猫精灵来玩点红狸皮带。	1	0
天猫精灵还有多少天到春节？	0	0
要个土豆芹菜炖一锅。	1	0
天猫精灵要丸山药肉沫惹粥。	1	0
天猫精播放队的小跳蛙。	0	0
天猫精灵冬虫草肉怎么样吃啊？	0	0
天猫精灵，我想听小沈阳当主唱的大笑江湖。	0	0
天猫精灵39.04除以0.8。	0	0
天猫精灵主人器人的声音该怎么叫？😊	0	0
天猫精灵冲动的冲的步骤是哪个？	0	0
天猫精灵来份酸酸辣辣的大白菜吧。	1	0
🎼我要唱毛阿敏的相思。	0	0
天猫精灵把空调改为送风模式。	0	0
来份饭茄炒包菜吧。	1	0
天木精灵50万亿乘以50万亿等于几？	0	0
天猫精灵空调开到制冷16度16度。	0	0
天猫精灵灯的亮度调整为亮色。	0	0
天猫精灵来放手撕包菜歌吧。	1	0
，天猫精灵小声一点，你为什么要收手指呢？	0	0
天猫精灵1000除1等于多少？	0	0
天猫精灵5万除以3万等于多少？	0	0
有营养好吸收的。	1	0
天猫精灵来碗暖胃的南瓜小米粥吧。	1	0
天猫精灵12乘345等于多少？	0	0
精音量调降到35，重放这音乐。	0	0
天猫精灵少放点酱油吧。	1	0
带点汤最好。	1	0
来份清炒小青菜吧。	1	0
天猫精灵要一份暖味的皮带的双明胶。	1	0
天猫精灵请播放现代枪的声音。	0	0
天猫精灵搜索漫画，我却爱着一个他。	0	0
你好，天猫廖昌永的草原夜色美。	0	0
天猫精灵重新放一个闹闹的故事。	0	0
天猫精灵播放久石让的天空之城。	0	0
小优小优，你知道什么是侵犯吗？	0	0
🎼播放这就是中国。	0	0
天猫精灵来碗南湖面条。	1	0
天猫精灵便节怎么饭吧。	1	0
天猫精灵来上番茄炒蛋再饭吧。	1	0
天猫精灵来碗红豆莲子甜汤吧。	1	0
5岁小朋友的视力正常视例是多少？	0	0
我想。	0	0
天猫精灵来文青草地瓜液。	1	0
我想听张杰的青梅风马。	0	0
天猫精灵。	0	0
天猫精灵59和6的公因数有哪些呀？	0	0
天猫精灵，你喜欢哪个？你喜欢八大猩猩，你喜欢哪个？😊	0	0
要个瓦冠威的老鸭汤。	1	0
天猫精灵来份老北京家常炒和菜吧。	1	0
天猫精灵来碗红枣山药养味猪板。	1	0
天猫精灵来碗料足热乎的皮蛋瘦肉粥。	1	0
天猫精灵180除以45。	0	0
帮我来一颗杨肥小米粥好，要稍得热肉点，味道眼。	1	0
天猫精灵你天拿到百万借50。	0	0
天猫精灵，来我先前下一周吧。	1	0
天猫精灵来份白菜豆腐骨头汤，热乎的。	1	0
天猫精灵要份全家福老鸭汤，多加点料哈。	1	0
好的，你来一个节目吧。	0	0
你刚才骂我发话，我不和你玩了。	0	0
天猫精灵25乘40乘3等于多少？	0	0
来些不会鸭的菜。	1	0
天猫精灵奶粉酸菜粉丝热汤。	1	0
帮我查找提高记训练课程。	0	0
🎼做一下枸琴小美奶。	0	0
天猫精灵要一份家超死乳猪吧。	1	0
来碗红枣桂圆、核桃粥养养胃。	1	0
天猫精灵，来玩咸味豆腐和咸汤吧。	1	0
天猫精灵音量减减到50%。	0	0
我想看大然坊絮。	0	0
🎼我要唱你新一的成双。	0	0
天猫精灵来碗家常小米粥吧。	1	0
天猫精灵99999乘2等于多少？	0	0
天猫精灵来碗山药炖排骨汤。	1	0
🎼如何做好东坡肉？	0	0
天猫精灵唱儿童歌曲让我们荡起双桨。	0	0
天猫精灵请播放原来那个题迹没币。	0	0
天猫精灵一个四边形最多有几个钝角？	0	0
天猫精灵你说431乘10等于几？	0	0
来份丝瓜炒蛋吧。	1	0
大一点声音猫灵大一点声音。😊	0	0
天猫精灵歌曲洪湖水呀，浪打浪。	0	0
天猫精灵声音放到70%。	0	0
天猫精灵0.1乘17.3等于多少？	0	0
天猫精灵。	0	0
天猫精灵播放财神殿里的上上签。	0	0
来份香辣手撕包菜吧。	1	0
现成的健身教程。	0	0
天猫精灵来碗红枣小米洋碗粥。	1	0
天猫精灵来碗红枣、花生、核桃粥，养养身子。	1	0
糖我天猫精灵，你把我的流量糖给还给我。😊	0	0
不会天猫精灵，我要听5点20。	0	0
天猫精灵406除以8约等于。	0	0
天猫精灵，你看我剪的葱花好看吧？😊	0	0
天猫精灵来份西红柿炒蛋吧。	1	0
如何认动改绳锻炼？	0	0
天猫精灵来碗番茄鸡蛋汤面吧。	1	0
天猫精灵来放任我的青菜豆腐汤吧。	1	0
天猫精灵来首奔波吧和大国本。	0	0
天猫精灵来粉山药鸡汤煲娃。	1	0
天猫精灵，哎要休机一下，唱着真难听呀，没有好听歌。😊	0	0
要个双鱼豆腐汤吧。	1	0
天猫精灵要碗皮带瘦肉热粥。	1	0
天猫精灵来碗鸡筋皮蛋粥吧。	1	0
天猫精灵请关机。	0	0
哦，天猫精灵700加100，再加900等于几？😊	0	0
天猫精灵来粉丝。	1	0
天猫精灵要份热乎养胃的南瓜粥。	1	0
精灵黑猫精灵给我来一个动物拉屎的声音。😊	0	0
天猫精灵播放周深的深空音单。	0	0
天猫精灵你唱个小跳蛙吧。	0	0
来们就菜走夜吧。	1	0
女士的雪落人。	0	0
天猫精灵来一份蒜苗草蛋。	1	0
天猫精灵播放播放收藏的周杰伦音乐。	0	0
